DEBUG: General     , 1744423850189> LoggerManager.init                  > Initializing...
	at java.base/java.lang.reflect.Method.invoke(Unknown Source)
	at se.krka.kahlua.integration.expose.caller.MethodCaller.call(MethodCaller.java:62)
	at se.krka.kahlua.integration.expose.LuaJavaInvoker.call(LuaJavaInvoker.java:198)
	at se.krka.kahlua.integration.expose.MultiLuaJavaInvoker.call(MultiLuaJavaInvoker.java:60)
	at se.krka.kahlua.vm.KahluaThread.callJava(KahluaThread.java:182)
	at se.krka.kahlua.vm.KahluaThread.luaMainloop(KahluaThread.java:1007)
	at se.krka.kahlua.vm.KahluaThread.call(KahluaThread.java:163)
	at se.krka.kahlua.vm.KahluaThread.pcall(KahluaThread.java:1980)
	at se.krka.kahlua.vm.KahluaThread.pcallBoolean(KahluaThread.java:1924)
	at se.krka.kahlua.integration.LuaCaller.protectedCallBoolean(LuaCaller.java:104)
	at zombie.ui.UIElement.onMouseUp(UIElement.java:1228)
	at zombie.ui.UIElement.onMouseUp(UIElement.java:1183)
	at zombie.ui.UIElement.onMouseUp(UIElement.java:1183)
	at zombie.ui.UIManager.update(UIManager.java:816)
	at zombie.GameWindow.logic(GameWindow.java:262)
	at zombie.core.profiling.AbstractPerformanceProfileProbe.invokeAndMeasure(AbstractPerformanceProfileProbe.java:71)
	at zombie.GameWindow.frameStep(GameWindow.java:765)
	at zombie.GameWindow.run_ez(GameWindow.java:681)
	at zombie.GameWindow.mainThread(GameWindow.java:495)
	at java.base/java.lang.Thread.run(Unknown Source)
LOG  : General     , 1744423880645> -----------------------------------------
STACK TRACE
-----------------------------------------
function: RegisterQuestDefinitions -- file: QuestDefinitions.lua line # 26 | MOD: Knox Event Expanded

LOG  : Lua         , 1744423880648> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880685> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880685> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880686> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880686> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880686> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880686> Loading: media/lua/shared/Sandbox/Survivor.lua
LOG  : Lua         , 1744423880687> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880687> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880687> Loading: media/lua/shared/Sandbox/Builder.lua
LOG  : Lua         , 1744423880687> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880688> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880688> Loading: media/lua/shared/Sandbox/Beginner.lua
LOG  : Lua         , 1744423880689> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880689> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880689> Loading: media/lua/shared/Sandbox/FirstWeek.lua
LOG  : Lua         , 1744423880689> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880690> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880690> Loading: media/lua/shared/Sandbox/Survival.lua
LOG  : Lua         , 1744423880690> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880690> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880690> Loading: media/lua/shared/Sandbox/SixMonthsLater.lua
LOG  : Lua         , 1744423880691> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423880699> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423891174> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423891174> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1744423891177> Loading: media/maps/Riverside, KY/spawnpoints.lua
LOG  : Lua         , 1744423891178> Loading: media/maps/Rosewood, KY/spawnpoints.lua
LOG  : Lua         , 1744423891179> Loading: media/maps/West Point, KY/spawnpoints.lua
LOG  : Lua         , 1744423891180> Loading: media/maps/Muldraugh, KY/spawnpoints.lua
LOG  : General     , 1744423893325> STATE: exit zombie.gameStates.MainScreenState
LOG  : General     , 1744423893325> EXITDEBUG: MainScreenState.exit 1
LOG  : General     , 1744423893325> LOADED UP A TOTAL OF 286 TEXTURES
LOG  : General     , 1744423893598> EXITDEBUG: MainScreenState.exit 2
LOG  : General     , 1744423893599> STATE: enter zombie.gameStates.LoadingQueueState
LOG  : General     , 1744423893600> STATE: exit zombie.gameStates.LoadingQueueState
LOG  : General     , 1744423893600> STATE: enter zombie.gameStates.GameLoadingState
LOG  : General     , 1744423893600> Savefile name is "11-04-2025_10-11-20"
LOG  : Lua         , 1744423893657> Loading: media/lua/server/BuildingObjects/ISAnvil.lua
LOG  : Lua         , 1744423893657> Loading: media/lua/server/BuildingObjects/ISBuildingObject.lua
LOG  : Lua         , 1744423893658> Loading: media/lua/server/BuildingObjects/ISBarbedWire.lua
LOG  : Lua         , 1744423893658> Loading: media/lua/server/BuildingObjects/ISBrushToolTileCursor.lua
LOG  : Lua         , 1744423893658> Loading: media/lua/server/BuildingObjects/ISBSFurnace.lua
LOG  : Lua         , 1744423893658> Loading: media/lua/server/BuildingObjects/ISBuildCursorMouse.lua
LOG  : Lua         , 1744423893658> Loading: media/lua/server/BuildingObjects/ISBuildUtil.lua
LOG  : Lua         , 1744423893659> Loading: media/lua/server/BuildingObjects/ISChopTreeCursor.lua
LOG  : Lua         , 1744423893659> Loading: media/lua/server/BuildingObjects/ISCleanBloodCursor.lua
LOG  : Lua         , 1744423893659> Loading: media/lua/server/BuildingObjects/ISCompost.lua
LOG  : Lua         , 1744423893659> Loading: media/lua/server/BuildingObjects/ISDestroyCursor.lua
LOG  : Lua         , 1744423893660> Loading: media/lua/server/BuildingObjects/ISDoubleDoor.lua
LOG  : Lua         , 1744423893660> Loading: media/lua/server/BuildingObjects/ISDoubleTileFurniture.lua
LOG  : Lua         , 1744423893660> Loading: media/lua/server/BuildingObjects/ISEmptyGraves.lua
LOG  : Lua         , 1744423893660> Loading: media/lua/server/BuildingObjects/ISLightSource.lua
LOG  : Lua         , 1744423893661> Loading: media/lua/server/BuildingObjects/ISMoveableCursor.lua
LOG  : Lua         , 1744423893662> Loading: media/lua/server/BuildingObjects/ISNaturalFloor.lua
LOG  : Lua         , 1744423893662> Loading: media/lua/server/BuildingObjects/ISPaintCursor.lua
LOG  : Lua         , 1744423893662> Loading: media/lua/server/BuildingObjects/ISPlace3DItemCursor.lua
WARN : Lua         , 1744423893663> LuaManager$GlobalObject.require> require("ISBuildingObject") failed
LOG  : Lua         , 1744423893663> Loading: media/lua/server/BuildingObjects/ISRemovePlantCursor.lua
LOG  : Lua         , 1744423893663> Loading: media/lua/server/BuildingObjects/ISSelectCursor.lua
LOG  : Lua         , 1744423893663> Loading: media/lua/server/BuildingObjects/ISShovelGroundCursor.lua
LOG  : Lua         , 1744423893663> Loading: media/lua/server/BuildingObjects/ISSimpleFurniture.lua
LOG  : Lua         , 1744423893663> Loading: media/lua/server/BuildingObjects/ISWalkToCursor.lua
LOG  : Lua         , 1744423893664> Loading: media/lua/server/BuildingObjects/ISWoodenContainer.lua
LOG  : Lua         , 1744423893664> Loading: media/lua/server/BuildingObjects/ISWoodenDoor.lua
LOG  : Lua         , 1744423893664> Loading: media/lua/server/BuildingObjects/ISWoodenDoorFrame.lua
LOG  : Lua         , 1744423893664> Loading: media/lua/server/BuildingObjects/ISWoodenFloor.lua
LOG  : Lua         , 1744423893664> Loading: media/lua/server/BuildingObjects/ISWoodenStairs.lua
LOG  : Lua         , 1744423893664> Loading: media/lua/server/BuildingObjects/ISWoodenWall.lua
LOG  : Lua         , 1744423893665> Loading: media/lua/server/BuildingObjects/PaintingReference.lua
LOG  : Lua         , 1744423893665> Loading: media/lua/server/Camping/BuildingObjects/campingCampfire.lua
LOG  : Lua         , 1744423893665> Loading: media/lua/server/Camping/BuildingObjects/campingTent.lua
LOG  : Lua         , 1744423893665> Loading: media/lua/server/Camping/camping_fuel.lua
LOG  : Lua         , 1744423893666> Loading: media/lua/server/Camping/camping_tent.lua
LOG  : Lua         , 1744423893666> Loading: media/lua/server/Camping/camping_text.lua
LOG  : Lua         , 1744423893666> Loading: media/lua/server/Camping/SCampfireGlobalObject.lua
LOG  : Lua         , 1744423893666> Loading: media/lua/server/Map/SGlobalObject.lua
LOG  : Lua         , 1744423893666> Loading: media/lua/server/Camping/SCampfireSystem.lua
LOG  : Lua         , 1744423893667> Loading: media/lua/server/Map/SGlobalObjectSystem.lua
LOG  : Lua         , 1744423893667> Loading: media/lua/server/Camping/SCampfireSystemCommands.lua
LOG  : Lua         , 1744423893667> Loading: media/lua/server/ClientCommands.lua
LOG  : Lua         , 1744423893668> Loading: media/lua/server/Climate/ClimateMain.lua
LOG  : Lua         , 1744423893668> Loading: media/lua/server/Farming/BuildingObjects/farmingPlot.lua
LOG  : Lua         , 1744423893668> Loading: media/lua/server/Farming/BuildingObjects/ISFarmingCursor.lua
LOG  : Lua         , 1744423893668> Loading: media/lua/server/Farming/BuildingObjects/ISFarmingCursorMouse.lua
LOG  : Lua         , 1744423893669> Loading: media/lua/server/Farming/farming_vegetableconf.lua
LOG  : Lua         , 1744423893669> Loading: media/lua/server/Farming/farmingCommands.lua
LOG  : Lua         , 1744423893669> Loading: media/lua/server/Farming/SFarmingSystem.lua
LOG  : Lua         , 1744423893670> Loading: media/lua/server/Farming/ScavengeDefinition.lua
LOG  : Lua         , 1744423893670> Loading: media/lua/server/Farming/SPlantGlobalObject.lua
LOG  : Lua         , 1744423893670> Loading: media/lua/server/FireFighting/FireFighting.lua
LOG  : Lua         , 1744423893671> Loading: media/lua/server/FireFighting/ISExtinguishCursor.lua
LOG  : Lua         , 1744423893671> Loading: media/lua/server/Fishing/BuildingObjects/FishingNet.lua
LOG  : Lua         , 1744423893671> Loading: media/lua/server/Foraging/forageServer.lua
LOG  : Lua         , 1744423893671> Loading: media/lua/server/HealthSystem/HealthUpdate.lua
LOG  : Lua         , 1744423893671> Loading: media/lua/server/ISBuildingBlueprintManager.lua
LOG  : Lua         , 1744423893671> Loading: media/lua/server/ISCoordConversion.lua
LOG  : Lua         , 1744423893672> Loading: media/lua/server/ISObjectClickHandler.lua
LOG  : Lua         , 1744423893672> Loading: media/lua/server/Items/AcceptItemFunction.lua
LOG  : Lua         , 1744423893672> Loading: media/lua/server/Items/ApplianceOverlays.lua
LOG  : Lua         , 1744423893673> Loading: media/lua/server/Items/BentFences.lua
LOG  : Lua         , 1744423893673> Loading: media/lua/server/Items/BrokenFences.lua
LOG  : Lua         , 1744423893675> Loading: media/lua/server/Items/CounterOverlays.lua
LOG  : Lua         , 1744423893675> Loading: media/lua/server/Items/Distributions.lua
LOG  : Lua         , 1744423893687> Loading: media/lua/server/Items/FixturesOverlays.lua
LOG  : Lua         , 1744423893687> Loading: media/lua/server/Items/FloorStreetOverlays.lua
LOG  : Lua         , 1744423893688> Loading: media/lua/server/Items/FloorTileOverlays.lua
LOG  : Lua         , 1744423893689> Loading: media/lua/server/Items/FloorWoodOverlays.lua
LOG  : Lua         , 1744423893689> Loading: media/lua/server/Items/FurnitureOfficeOverlays.lua
LOG  : Lua         , 1744423893689> Loading: media/lua/server/Items/ItemBindingHandler.lua
LOG  : Lua         , 1744423893689> Loading: media/lua/server/Items/ItemPicker.lua
LOG  : Lua         , 1744423893690> Loading: media/lua/server/Items/ProceduralDistributions.lua
LOG  : Lua         , 1744423893697> Loading: media/lua/server/Items/ScriptItemInterface.lua
LOG  : Lua         , 1744423893697> Loading: media/lua/server/Items/SeatingOverlays.lua
LOG  : Lua         , 1744423893698> Loading: media/lua/server/Items/StorageOverlays.lua
LOG  : Lua         , 1744423893698> Loading: media/lua/server/Items/SuburbsDistributions.lua
LOG  : Lua         , 1744423893699> Loading: media/lua/server/Items/TileOverlays.lua
LOG  : Lua         , 1744423893700> Loading: media/lua/server/Items/TileOverlaysSmooth.lua
LOG  : Lua         , 1744423893700> Loading: media/lua/server/Items/WallsBrickOverlays.lua
LOG  : Lua         , 1744423893701> Loading: media/lua/server/Items/WorldFiller.lua
LOG  : Lua         , 1744423893702> Loading: media/lua/server/Map/MapObjects/MOBarricade.lua
LOG  : Lua         , 1744423893703> Loading: media/lua/server/Map/MapObjects/MOCampfire.lua
LOG  : Lua         , 1744423893703> Loading: media/lua/server/Map/MapObjects/MOCompost.lua
LOG  : Lua         , 1744423893703> Loading: media/lua/server/Map/MapObjects/MOFarming.lua
LOG  : Lua         , 1744423893704> Loading: media/lua/server/Map/MapObjects/MOGenerator.lua
LOG  : Lua         , 1744423893704> Loading: media/lua/server/Map/MapObjects/MOLampOnPillar.lua
LOG  : Lua         , 1744423893704> Loading: media/lua/server/Map/MapObjects/MOMetalDrum.lua
LOG  : Lua         , 1744423893704> Loading: media/lua/server/Map/MapObjects/MORainCollectorBarrel.lua
LOG  : Lua         , 1744423893704> Loading: media/lua/server/RainBarrel/BuildingObjects/RainCollectorBarrel.lua
LOG  : Lua         , 1744423893705> Loading: media/lua/server/Map/MapObjects/MORandomPottedPlant.lua
LOG  : Lua         , 1744423893705> Loading: media/lua/server/Map/MapObjects/MOTent.lua
LOG  : Lua         , 1744423893705> Loading: media/lua/server/Map/MapObjects/MOTrap.lua
LOG  : Lua         , 1744423893706> Loading: media/lua/server/Traps/TrapDefinition.lua
LOG  : Lua         , 1744423893706> Loading: media/lua/server/Traps/STrapSystem.lua
LOG  : Lua         , 1744423893706> Loading: media/lua/server/Map/MapObjects/MOWoodenWallFrame.lua
LOG  : Lua         , 1744423893706> Loading: media/lua/server/Map/MetaEnum.lua
LOG  : Lua         , 1744423893707> Loading: media/lua/server/MetalDrum/BuildingObjects/ISMetalDrum.lua
LOG  : Lua         , 1744423893707> Loading: media/lua/server/MetalDrum/SMetalDrumGlobalObject.lua
LOG  : Lua         , 1744423893707> Loading: media/lua/server/MetalDrum/SMetalDrumSystem.lua
LOG  : Lua         , 1744423893707> Loading: media/lua/server/metazones/metazoneHandler.lua
LOG  : Lua         , 1744423893708> Loading: media/lua/server/Movers/ISBaseMover.lua
LOG  : Lua         , 1744423893708> Loading: media/lua/server/Movers/MoverStateMachine.lua
LOG  : Lua         , 1744423893708> Loading: media/lua/server/Movers/MoverStates/ISBaseState.lua
LOG  : Lua         , 1744423893708> Loading: media/lua/server/Movers/MoverStates/MoveToState.lua
LOG  : Lua         , 1744423893708> Loading: media/lua/server/Movers/Rabbit.lua
LOG  : Lua         , 1744423893709> Loading: media/lua/server/NewSelectionSystem/GridSquareSelector.lua
LOG  : Lua         , 1744423893709> Loading: media/lua/server/NPCs/SadisticAIDirector/SadisticMusicDirector.lua
LOG  : Lua         , 1744423893709> Loading: media/lua/server/Professions/Professions.lua
LOG  : Lua         , 1744423893709> Loading: media/lua/server/radio/ISDynamicRadio.lua
LOG  : Lua         , 1744423893709> Loading: media/lua/server/radio/ISWeatherChannel.lua
LOG  : Lua         , 1744423893710> Loading: media/lua/server/RainBarrel/SRainBarrelGlobalObject.lua
LOG  : Lua         , 1744423893710> Loading: media/lua/server/RainBarrel/SRainBarrelSystem.lua
LOG  : Lua         , 1744423893710> Loading: media/lua/server/recipecode.lua
LOG  : Lua         , 1744423893712> Loading: media/lua/server/Seasons/season.lua
LOG  : Lua         , 1744423893712> Loading: media/lua/server/Seasons/seasonProps.lua
LOG  : Lua         , 1744423893713> Loading: media/lua/server/TemplateReplacers.lua
LOG  : Lua         , 1744423893713> Loading: media/lua/server/Traps/BuildingObjects/TrapBO.lua
LOG  : Lua         , 1744423893713> Loading: media/lua/server/Traps/ISUI/ISTrapMenu.lua
LOG  : Lua         , 1744423893713> Loading: media/lua/server/Traps/STrapGlobalObject.lua
LOG  : Lua         , 1744423893714> Loading: media/lua/server/Traps/trappingCommands.lua
LOG  : Lua         , 1744423893714> Loading: media/lua/server/Traps/TrapRecipeCode.lua
LOG  : Lua         , 1744423893714> Loading: media/lua/server/TurnBased/TurnBasedMain.lua
LOG  : Lua         , 1744423893714> Loading: media/lua/server/TutorialHelperFunctions.lua
LOG  : Lua         , 1744423893714> Loading: media/lua/server/Vehicles/VehicleCommands.lua
LOG  : Lua         , 1744423893715> Loading: media/lua/server/Vehicles/VehicleDistributions.lua
LOG  : Lua         , 1744423893717> Loading: media/lua/server/Vehicles/Vehicles.lua
LOG  : Lua         , 1744423893718> Loading: media/lua/server/XpSystem/XPSystem_SkillBook.lua
LOG  : Lua         , 1744423893718> Loading: media/lua/server/XpSystem/XpSystem_text.lua
LOG  : Lua         , 1744423893719> Loading: media/lua/server/XpSystem/XpUpdate.lua
LOG  : Lua         , 1744423893719> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3335447777/mods/KnoxEventExpanded/media/lua/server/00_Commands/NpcControl.lua
LOG  : Lua         , 1744423893719> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3335447777/mods/KnoxEventExpanded/media/lua/server/00_Commands/NpcInventoryControl.lua
LOG  : Lua         , 1744423893719> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3335447777/mods/KnoxEventExpanded/media/lua/server/00_Commands/NpcRoamingControl.lua
LOG  : Lua         , 1744423893720> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3335447777/mods/KnoxEventExpanded/media/lua/server/00_Commands/NpcSafeHouseControl.lua
LOG  : Lua         , 1744423893720> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3335447777/mods/KnoxEventExpanded/media/lua/server/01_ModCompat/ImprovedProjectile_Server_Knox.lua
LOG  : Lua         , 1744423893720> Loading: C:/Program Files (x86)/Steam/steamapps/workshop/content/108600/3335447777/mods/KnoxEventExpanded/media/lua/server/BuildingObjects/ISNpcStayCursor.lua
LOG  : General     , 1744423893763> SafeMode is off
LOG  : General     , 1744423893790> BaseVehicle.LoadAllVehicleTextures...
LOG  : General     , 1744423893818> IsoMetaGrid.Create: begin scanning directories
LOG  : General     , 1744423893818> Looking in these map folders:
LOG  : General     , 1744423893819>     C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\maps\Riverside, KY
LOG  : General     , 1744423893819>     C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\maps\Rosewood, KY
LOG  : General     , 1744423893819>     C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\maps\West Point, KY
LOG  : General     , 1744423893820>     C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\maps\Muldraugh, KY
LOG  : General     , 1744423893820> <End of map-folders list>
LOG  : General     , 1744423893832> IsoMetaGrid.Create: finished scanning directories in 0.014 seconds
LOG  : General     , 1744423893833> IsoMetaGrid.Create: begin loading
LOG  : General     , 1744423893837> ERROR: SuburbsDistributions["laboratory"] is broken
LOG  : General     , 1744423893837> ERROR: SuburbsDistributions["laboratory"] is broken
LOG  : General     , 1744423893837> ERROR: SuburbsDistributions["laboratory"] is broken
LOG  : General     , 1744423894050> using spawn region Muldraugh, KY
LOG  : General     , 1744423894050> 12 possible spawn points
LOG  : General     , 1744423894051> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions.tiles
LOG  : General     , 1744423894055> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\newtiledefinitions.tiles
LOG  : General     , 1744423894089> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions_erosion.tiles
LOG  : General     , 1744423894091> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions_apcom.tiles
LOG  : General     , 1744423894091> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions_overlays.tiles
LOG  : General     , 1744423894093> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions_noiseworks.patch.tiles
LOG  : General     , 1744423894096> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions.tiles
LOG  : General     , 1744423894171> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\newtiledefinitions.tiles
LOG  : General     , 1744423894222> MOVABLES: Difference in SpriteGrid settings for members of group: (Office Desk) sheet = location_business_office_generic_01
LOG  : General     , 1744423894222> MOVABLES: Object has too many faces defined for group: (Office Whiteboard) sheet = location_business_office_generic_01
LOG  : General     , 1744423894227> MOVABLES: E face defined more than once for group: (Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1744423894227> MOVABLES: S face defined more than once for group: (Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1744423894228> MOVABLES: E face defined more than once for group: (Left Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1744423894228> MOVABLES: S face defined more than once for group: (Left Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1744423894228> MOVABLES: E face defined more than once for group: (Right Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1744423894228> MOVABLES: S face defined more than once for group: (Right Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1744423894228> MOVABLES: E face defined more than once for group: (Bar Tap Antique) sheet = location_restaurant_bar_01
LOG  : General     , 1744423894228> MOVABLES: Object has too many faces defined for group: (Bar Counter) sheet = location_restaurant_bar_01
LOG  : General     , 1744423894229> MOVABLES: Object has too many faces defined for group: (Bar Corner Counter) sheet = location_restaurant_bar_01
LOG  : General     , 1744423894249> MOVABLES: Object has only one face defined for group: (Streetname Sign) sheet = street_decoration_01
LOG  : General     , 1744423894250> MOVABLES: Not all members have a valid face defined for group: (Streetname Sign) sheet = street_decoration_01
LOG  : General     , 1744423894281> MOVABLES: Not all members have a valid face defined for group: (Medical Desk) sheet = location_community_medical_01
LOG  : General     , 1744423894323> MOVABLES: Object only has 3 sprites, _might_ have a error in settings, group: (Tattoo Parlor Sign) sheet = location_shop_accessories_genericsigns_01
LOG  : General     , 1744423894323> MOVABLES: Object only has 3 sprites, _might_ have a error in settings, group: (Bail Bonds Sign) sheet = location_shop_accessories_genericsigns_01
LOG  : General     , 1744423894327> MOVABLES: Object only has 3 sprites, _might_ have a error in settings, group: (Pony Roam-o Sign) sheet = signs_one-off_01
LOG  : General     , 1744423894364> MOVABLES: Not all members have a valid face defined for group: (Military Crate) sheet = location_military_generic_01
LOG  : General     , 1744423894366> MOVABLES: Object only has 3 sprites, _might_ have a error in settings, group: (The Glorious Spiffo) sheet = location_restaurant_spiffos_03
LOG  : General     , 1744423894397> tiledef: loading C:\Program Files (x86)\Steam\steamapps\common\ProjectZomboid\media\tiledefinitions_erosion.tiles
LOG  : General     , 1744423894398> duplicate texture d_floorleaves_1_0 ignore ID=524800, use ID=355000
LOG  : General     , 1744423894399> duplicate texture d_floorleaves_1_1 ignore ID=524801, use ID=355001
LOG  : General     , 1744423894399> duplicate texture d_floorleaves_1_2 ignore ID=524802, use ID=355002
LOG  : General     , 1744423894399> duplicate texture d_floorleaves_1_3 ignore ID=524803, use ID=355003
LOG  : General     , 1744423894399> duplicate texture d_floorleaves_1_4 ignore ID=524804, use ID=355004
LOG  : General     , 1744423894399> duplicate texture d_floorleaves_1_5 ignore ID=524805, use ID=355005
LOG  : General     , 1744423894399> duplicate texture d_floorleaves_1_6 ignore ID=524806, use ID=355006
LOG  : General     , 1744423894399> duplicate texture d_floorleaves_1_7 ignore ID=524807, use ID=355007
LOG  : General     , 1744423894399> duplicate texture d_floorleaves_1_8 ignore ID=524808, use ID=355008
LOG  : General     , 1744423894399> duplicate texture d_floorleaves_1_9 ignore ID=524809, use ID=355009
LOG  : General     , 1744423894400> duplicate texture d_floorleaves_1_10 ignore ID=524810, use ID=355010
LOG  : General     , 1744423894400> duplicate texture d_floorleaves_1_11 ignore ID=524811, use ID=355011
LOG  : General     , 1744423894400> duplicate texture d_floorleaves_1_12 ignore ID=524812, use ID=355012
LOG  : General     , 1744423894400> duplicate texture d_floorleaves_1_13 ignore ID=524813, use ID=355013
LOG  : General     , 1744423894400> duplicate texture d_floorleaves_1_14 ignore ID=524814, use ID=355014
LOG  : General     , 1744423894400> duplicate texture d_floorleaves_1_15 ignore ID=524815, use ID=355015
LOG  : General     , 1744423894400> duplicate texture d_floorleaves_1_16 ignore ID=524816, use ID=355016
LOG  : General     , 1744423894400> duplicate texture d_floorleaves_1_17 ignore ID=524817, use ID=355017
LOG  : General     , 1744423894401> duplicate texture d_floorleaves_1_18 ignore ID=524818, use ID=355018
LOG  : General     , 1744423894401> duplicate texture d_floorleaves_1_19 ignore ID=524819, use ID=355019
LOG  : General     , 1744423894401> duplicate texture d_floorleaves_1_20 ignore ID=524820, use ID=355020
LOG  : General     , 1744423894401> duplicate texture d_floorleaves_1_21 ignore ID=524821, use ID=355021
LOG  : General     , 1744423894401> duplicate texture d_floorleaves_1_22 ignore ID=524822, use ID=355022
LOG  : General     , 1744423894401> duplicate texture d_floorleaves_1_23 ignore ID=524823, use ID=355023
LOG  : General     , 1744423894401> duplicate texture d_floorleaves_1_24 ignore ID=524824, use ID=355024
LOG  : General     , 1744423894401> duplicate texture d_floorleaves_1_25 ignore ID=524825, use ID=355025
LOG  : General     , 1744423894401> duplicate texture d_floorleaves_1_26 ignore ID=524826, use ID=355026
LOG  : General     , 1744423894401> duplicate texture d_floorleaves_1_27 ignore ID=524827, use ID=355027
LOG  : General     , 1744423894402> duplicate texture d_floorleaves_1_28 ignore ID=524828, use ID=355028
LOG  : General     , 1744423894402> duplicate texture d_floorleaves_1_29 ignore ID=524829, use ID=355029
LOG  : General     , 1744423894402> duplicate texture d_floorleaves_1_30 ignore ID=524830, use ID=355030
LOG  : General     , 1744423894402> duplicate texture d_floorleaves_1_31 ignore ID=524831, use ID=355031
LOG  : General     , 1744423894402> duplicate texture d_generic_1_0 ignore ID=525312, use ID=356000
LOG  : General     , 1744423894402> duplicate texture d_generic_1_1 ignore ID=525313, use ID=356001
LOG  : General     , 1744423894402> duplicate texture d_generic_1_2 ignore ID=525314, use ID=356002
LOG  : General     , 1744423894402> duplicate texture d_generic_1_3 ignore ID=525315, use ID=356003
LOG  : General     , 1744423894402> duplicate texture d_generic_1_4 ignore ID=525316, use ID=356004
LOG  : General     , 1744423894402> duplicate texture d_generic_1_5 ignore ID=525317, use ID=356005
LOG  : General     , 1744423894402> duplicate texture d_generic_1_6 ignore ID=525318, use ID=356006
LOG  : General     , 1744423894402> duplicate texture d_generic_1_7 ignore ID=525319, use ID=356007
LOG  : General     , 1744423894403> duplicate texture d_generic_1_8 ignore ID=525320, use ID=356008
LOG  : General     , 1744423894403> duplicate texture d_generic_1_9 ignore ID=525321, use ID=356009
LOG  : General     , 1744423894403> duplicate texture d_generic_1_10 ignore ID=525322, use ID=356010
LOG  : General     , 1744423894403> duplicate texture d_generic_1_11 ignore ID=525323, use ID=356011
LOG  : General     , 1744423894403> duplicate texture d_generic_1_12 ignore ID=525324, use ID=356012
LOG  : General     , 1744423894403> duplicate texture d_generic_1_13 ignore ID=525325, use ID=356013
LOG  : General     , 1744423894403> duplicate texture d_generic_1_14 ignore ID=525326, use ID=356014
LOG  : General     , 1744423894403> duplicate texture d_generic_1_15 ignore ID=525327, use ID=356015
LOG  : General     , 1744423894404> duplicate texture d_generic_1_16 ignore ID=525328, use ID=356016
LOG  : General     , 1744423894404> duplicate texture d_generic_1_17 ignore ID=525329, use ID=356017
